species_number,adore_species_number,latin_name,resolved_name,ecotox_group,tax_group,n_records_field,n_records_adore,in_adore_processed,in_adore_public,in_phylo,in_deb
5526,,Mysidopsis intii,Mysidopsis intii,Crustaceans,crusta,14,0,0,0,0,0
98,98:11487,Navicula seminulum,Navicula seminulum,Algae,algae,14,0,0,0,0,0
20706,,Notonecta maculata,Notonecta maculata,Insects/Spiders,other,14,0,0,0,0,0
5778,,Plea minutissima,Plea minutissima,Insects/Spiders,other,14,0,0,0,0,0
1452,,Polypedilum nubifer,Polypedilum nubifer,Insects/Spiders,other,14,0,0,0,0,0
31197,,Rhinella fernandezae,Rhinella fernandezae,Amphibians,other,14,0,0,0,0,0
4715,,Simulium squamosum,Simulium squamosum,Insects/Spiders,other,14,0,0,0,0,0
18634,,Symbiodinium sp.,Symbiodinium sp.,Algae,algae,14,0,0,0,0,0
722,722,Cyclops abyssorum ssp. prealpinus,Cyclops abyssorum ssp. prealpinus,Crustaceans,crusta,13,13,1,0,0,0
721,721,Eudiaptomus padanus ssp. padanus,Eudiaptomus padanus ssp. padanus,Crustaceans,crusta,13,13,1,0,0,0
2682,2682,Ceriodaphnia rigaudi,Ceriodaphnia rigaudi,Crustaceans,crusta,13,11,1,0,0,0
17378,17378,Hormosira banksii,Hormosira banksii,Algae;Standard Test Species,algae,13,11,1,1,1,0
922,922,Seriola quinqueradiata,Seriola quinqueradiata,Fish,fish,13,11,1,0,1,0
287,287,Xiphophorus maculatus,Xiphophorus maculatus,Fish,fish,13,11,1,1,1,1
11217,11217,Chaetoceros calcitrans,Chaetoceros calcitrans,Algae,algae,13,10,1,1,1,0
2938,2938,Etroplus maculatus,Etroplus maculatus,Fish,fish,13,10,1,0,1,0
2433,2433,Skistodiaptomus oregonensis,Skistodiaptomus oregonensis,Crustaceans,crusta,13,10,1,0,0,0
382,382,Gammarus duebeni,Gammarus duebeni,Crustaceans,crusta,13,9,1,0,1,0
5176,5176,Liza vaigiensis,Liza vaigiensis,Fish,fish,13,9,1,0,0,0
2997,2997,Palaemon adspersus,Palaemon adspersus,Crustaceans,crusta,13,9,1,0,0,0
384,384,Eucyclops sp.,Eucyclops sp.,Crustaceans,crusta,13,8,1,0,0,0
27776,27776,Acipenser persicus,Acipenser persicus,Fish,fish,13,7,1,1,1,1
1185,1185,Huso huso,Huso huso,Fish,fish,13,7,1,1,1,1
1653,1653,Oligocottus maculosus,Oligocottus maculosus,Fish;Standard Test Species,fish,13,7,1,0,1,0
2163,2163,Coregonus peled,Coregonus peled,Fish,fish,13,6,1,0,1,0
473,473,Pavlova lutheri,Pavlova lutheri,Algae,algae,13,6,1,0,0,0
466,466,Luxilus cornutus,Luxilus cornutus,Fish,fish,13,4,1,0,1,1
4829,4829,Wallago attu,Wallago attu,Fish,fish,13,4,1,0,1,0
10767,10767,Emerita analoga,Emerita analoga,Crustaceans,crusta,13,2,1,0,0,0
1516,,Argia sp.,Argia sp.,Insects/Spiders,other,13,0,0,0,0,0
4765,,Aspidisca cicada,Aspidisca cicada,Other Invertebrates,other,13,0,0,0,0,0
41,,Balanus crenatus,Balanus crenatus,Crustaceans,crusta,13,0,0,0,1,0
5847,,Brachythemis contaminata,Brachythemis contaminata,Insects/Spiders,other,13,0,0,0,0,0
4378,,Cheumatopsyche pettiti,Cheumatopsyche pettiti,Insects/Spiders,other,13,0,0,0,0,0
1451,,Chironomus yoshimatsui,Chironomus yoshimatsui,Insects/Spiders;Standard Test Species,other,13,0,0,0,0,0
17746,,Culiseta incidens,Culiseta incidens,Insects/Spiders,other,13,0,0,0,0,0
1350,,Dugesia gonocephala,Dugesia gonocephala,Worms,other,13,0,0,0,0,0
757,,Dugesia sp.,Dugesia sp.,Worms,other,13,0,0,0,0,0
5163,,Eurythoe complanata,Eurythoe complanata,Worms,other,13,0,0,0,0,0
18625,,Goniastrea aspera,Goniastrea aspera,Other Invertebrates,other,13,0,0,0,0,0
2390,,Haematococcus pluvialis,Haematococcus pluvialis,Algae,algae,13,0,0,0,0,0
413,,Helisoma sp.,Helisoma sp.,Molluscs,other,13,0,0,0,0,0
1942,,Hydra littoralis,Hydra littoralis,Other Invertebrates,other,13,0,0,0,0,0
4398,,Hydropsyche occidentalis,Hydropsyche occidentalis,Insects/Spiders,other,13,0,0,0,0,0
4714,,Leptophlebia marginata,Leptophlebia marginata,Insects/Spiders,other,13,0,0,0,0,0
5889,,Limnodriloides verrucosus,Limnodriloides verrucosus,Worms,other,13,0,0,0,0,0
344,,Ostrea edulis,Ostrea edulis,Molluscs,other,13,0,0,0,0,0
51910,,Physalaemus cuvieri,Physalaemus cuvieri,Amphibians,other,13,0,0,0,0,0
19096,,Polypedates megacephalus,Polypedates megacephalus,Amphibians,other,13,0,0,0,0,0
34425,,Pseudacris feriarum,Pseudacris feriarum,Amphibians,other,13,0,0,0,0,0
17201,,Rana boylii,Rana boylii,Amphibians;U.S. Threatened and Endangered Species,other,13,0,0,0,0,0
1769,,Stichococcus sp.,Stichococcus sp.,Algae,algae,13,0,0,0,0,0
9568,,Stuckenia pectinata,Stuckenia pectinata,"Flowers, Trees, Shrubs, Ferns",other,13,0,0,0,0,0
5192,,Tanytarsus sp.,Tanytarsus sp.,Insects/Spiders,other,13,0,0,0,0,0
5764,,Villosa lienosa,Villosa lienosa,Molluscs,other,13,0,0,0,0,0
269,,Zygoptera,Zygoptera,Insects/Spiders,other,13,0,0,0,0,0
2275,2275,Aplocheilus lineatus,Aplocheilus lineatus,Fish,fish,12,12,1,0,1,0
5755,5755,Asellus meridianus,Asellus meridianus,Crustaceans,crusta,12,12,1,0,0,0
11080,11080,Calamoecia lucasi,Calamoecia lucasi,Crustaceans,crusta,12,12,1,0,0,0
16358,16358,Candidia barbatus,Candidia barbatus,Fish,fish,12,12,1,0,0,0
1258,1258,Daphnia ambigua,Daphnia ambigua,Crustaceans,crusta,12,12,1,0,0,0
2435,2435,Diaptomus clavipes,Diaptomus clavipes,Crustaceans,crusta,12,12,1,0,0,0
5935,5935,Ilyoplax gangetica,Ilyoplax gangetica,Crustaceans,crusta,12,12,1,0,0,0
524,524,Kuhlia sandvicensis,Kuhlia sandvicensis,Fish,fish,12,12,1,0,1,0
2109,2109,Neomysis americana,Neomysis americana,Crustaceans,crusta,12,12,1,0,0,0
5679,5679,Niphargus aquilex,Niphargus aquilex,Crustaceans,crusta,12,12,1,0,0,0
2774,2774,Noemacheilus montanus,Noemacheilus montanus,Fish,fish,12,12,1,0,0,0
16360,16360,Onychostoma barbata,Onychostoma barbata,Fish,fish,12,12,1,0,0,0
5936,5936,Ozius rugulosus,Ozius rugulosus,Crustaceans,crusta,12,12,1,0,1,0
737,737,Pandalus danae,Pandalus danae,Crustaceans;Standard Test Species,crusta,12,12,1,0,0,0
2295,2295,Paratelphusa masoniana,Paratelphusa masoniana,Crustaceans,crusta,12,12,1,0,0,0
19721,19721,Spiralothelphusa hydrodroma,Spiralothelphusa hydrodroma,Crustaceans,crusta,12,12,1,0,0,0
4599,4599,Temora stylifera,Temora stylifera,Crustaceans,crusta,12,12,1,0,0,0
3063,3063,Tropocyclops prasinus ssp. mexicanus,Tropocyclops prasinus ssp. mexicanus,Crustaceans,crusta,12,12,1,0,0,0
17197,17197,Bryocamptus zschokkei,Bryocamptus zschokkei,Crustaceans,crusta,12,10,1,0,0,0
343,343,Elasmopus pectenicrus,Elasmopus pectenicrus,Crustaceans,crusta,12,9,1,0,0,0
1106,1106,Enteromorpha intestinalis,Enteromorpha intestinalis,Algae,algae,12,9,1,0,0,0
2195,2195,Aphanius dispar,Aphanius dispar,Fish,fish,12,8,1,1,1,1
2125,2125,Crangon sp.,Crangon sp.,Crustaceans,crusta,12,8,1,0,0,0
18619,18619,Lithodes santolla,Lithodes santolla,Crustaceans,crusta,12,7,1,0,0,0
889,889,Acipenser stellatus,Acipenser stellatus,Fish,fish,12,6,1,1,1,1
602,602,Orconectes propinquus,Orconectes propinquus,Crustaceans,crusta,12,5,1,0,0,0
2731,2731,Chydorus ovalis,Chydorus ovalis,Crustaceans,crusta,12,1,1,0,0,0
20125,20125,Coryphaena hippurus,Coryphaena hippurus,Fish,fish,12,1,1,0,1,1
5327,5327,Pseudaphritis urvillii,Pseudaphritis urvillii,Fish,fish,12,1,1,0,1,0
34567,,Amphiascoides atopus,Amphiascoides atopus,Crustaceans,crusta,12,0,0,0,0,0
1545,,Anopheles sp.,Anopheles sp.,Insects/Spiders,other,12,0,0,0,0,0
5834,,Aulacomya ater,Aulacomya ater,Molluscs,other,12,0,0,0,0,0
5152,,Capitella sp.,Capitella sp.,Worms,other,12,0,0,0,0,0
34526,,Clunio gerlachi,Clunio gerlachi,Insects/Spiders,other,12,0,0,0,0,0
4385,,Coenagrion sp.,Coenagrion sp.,Insects/Spiders,other,12,0,0,0,0,0
16092,,Drunella doddsi,Drunella doddsi,Insects/Spiders,other,12,0,0,0,0,0
18648,,Euglena mutabilis,Euglena mutabilis,Algae,algae,12,0,0,0,0,0
34396,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,Amphibians,other,12,0,0,0,0,0
108,,Hydropsyche californica,Hydropsyche californica,Insects/Spiders,other,12,0,0,0,0,0
255,,Ischnura sp.,Ischnura sp.,Insects/Spiders,other,12,0,0,0,0,0
32092,,Leptodactylus latrans,Leptodactylus latrans,Amphibians,other,12,0,0,0,0,0
24520,,Maccaffertium sp.,Maccaffertium sp.,Insects/Spiders,other,12,0,0,0,0,0
5360,,Mytilopsis sallei,Mytilopsis sallei,Molluscs,other,12,0,0,0,0,0
115,,Nais sp.,Nais sp.,Worms,other,12,0,0,0,0,0
5405,,Navicula confervacea,Navicula confervacea,Algae,algae,12,0,0,0,0,0
2290,,Nereis grubei,Nereis grubei,Worms,other,12,0,0,0,0,0
4584,,Nitzschia obtusa,Nitzschia obtusa,Algae,algae,12,0,0,0,0,0
34524,,Paramerina minima,Paramerina minima,Insects/Spiders,other,12,0,0,0,0,0
18297,,Parreysia cylindrica,Parreysia cylindrica,Molluscs,other,12,0,0,0,0,0
11020,,Parreysia sp.,Parreysia sp.,Molluscs,other,12,0,0,0,0,0
1111,,Pecten yessoensis,Pecten yessoensis,Molluscs,other,12,0,0,0,0,0
5660,,Perkinsus marinus,Perkinsus marinus,Other Invertebrates,other,12,0,0,0,0,0
1986,,Polycelis felina,Polycelis felina,Worms,other,12,0,0,0,0,0
61668,,Pseudanabaena foetida,Pseudanabaena foetida,Algae,algae,12,0,0,0,0,0
542,,Simulium sp.,Simulium sp.,Insects/Spiders,other,12,0,0,0,0,0
1235,,Simulium venustum,Simulium venustum,Insects/Spiders,other,12,0,0,0,0,0
5317,,Stenelmis sp.,Stenelmis sp.,Insects/Spiders,other,12,0,0,0,0,0
10962,,Thiara sp.,Thiara sp.,Molluscs,other,12,0,0,0,0,0
806,,Tipula sp.,Tipula sp.,Insects/Spiders,other,12,0,0,0,0,0
21307,,Trichocorixa sp.,Trichocorixa sp.,Insects/Spiders,other,12,0,0,0,0,0
5866,,Trichodrilus tenuis,Trichodrilus tenuis,Worms,other,12,0,0,0,0,0
259,,Trichoptera,Trichoptera,Insects/Spiders,other,12,0,0,0,0,0
2301,,Vorticella microstoma,Vorticella microstoma,Other Invertebrates,other,12,0,0,0,0,0
11480,11480,Caecidotea sp.,Caecidotea sp.,Crustaceans,crusta,11,12,1,0,0,0
2310,2310,Leptodora kindtii,Leptodora kindtii,Crustaceans,crusta,11,11,1,1,1,1
32058,32058,Mayamaea fossalis,Mayamaea fossalis,Algae,algae,11,11,1,0,0,0
598,598,Hyalella sp.,Hyalella sp.,Crustaceans,crusta,11,10,1,0,0,0
740,740,Pseudodiaptomus coronatus,Pseudodiaptomus coronatus,Crustaceans,crusta,11,10,1,0,0,0
2452,2452,Cypria sp.,Cypria sp.,Crustaceans,crusta,11,8,1,0,0,0
428,428,Anacystis nidulans,Anacystis nidulans,Algae,algae,11,7,1,0,0,0
18239,18239,Thermocyclops oblongatus,Thermocyclops oblongatus,Crustaceans,crusta,11,7,1,0,0,0
356,356,Elminius modestus,Elminius modestus,Crustaceans,crusta,11,5,1,0,0,0
2162,2162,Coregonus lavaretus,Coregonus lavaretus,Fish,fish,11,3,1,1,1,1
4595,4595,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,Fish,fish,11,3,1,0,1,1
20709,20709,Dictyosphaerium chlorelloides,Dictyosphaerium chlorelloides,Algae,algae,11,2,1,0,0,0
5153,5153,Chaetoceros sp.,Chaetoceros sp.,Algae,algae,11,1,1,0,0,0
6047,,Amblema plicata,Amblema plicata,Molluscs,other,11,0,0,0,0,0
32417,,Anaxyrus fowleri,Anaxyrus fowleri,Amphibians,other,11,0,0,0,0,0
19017,,Atalophlebia sp.,Atalophlebia sp.,Insects/Spiders,other,11,0,0,0,0,0
2824,,Brachionus rubens,Brachionus rubens,Other Invertebrates;Standard Test Species,other,11,0,0,0,0,0
4782,,Caenis horaria,Caenis horaria,Insects/Spiders,other,11,0,0,0,0,0
4772,,Chrysichthys nigrodigitatus,Chrysichthys nigrodigitatus,Fish,fish,11,0,0,0,0,0
39149,,Cipangopaludina cathayensis,Cipangopaludina cathayensis,Molluscs,other,11,0,0,0,0,0
10532,,Crinia insignifera,Crinia insignifera,Amphibians,other,11,0,0,0,0,0
813,,Decapoda,Decapoda,Crustaceans,crusta,11,0,0,0,0,0
591,,Ditylum brightwellii,Ditylum brightwellii,Algae,algae,11,0,0,0,1,0
655,,Egeria densa,Egeria densa,"Flowers, Trees, Shrubs, Ferns;U.S. Invasive Species",other,11,0,0,0,0,0
5161,,Epeorus longimanus,Epeorus longimanus,Insects/Spiders,other,11,0,0,0,0,0
16313,,Euchlanis dilatata,Euchlanis dilatata,Other Invertebrates,other,11,0,0,0,0,0
1193,,Indonaia caerulea,Indonaia caerulea,Molluscs,other,11,0,0,0,0,0
16104,,Lecane hamata,Lecane hamata,Other Invertebrates,other,11,0,0,0,0,0
16103,,Lecane luna,Lecane luna,Other Invertebrates,other,11,0,0,0,0,0
55751,,Margaritifera falcata,Margaritifera falcata,Molluscs,other,11,0,0,0,0,0
1129,,Odonata,Odonata,Insects/Spiders,other,11,0,0,0,0,0
111,,Physella heterostropha,Physella heterostropha,Molluscs,other,11,0,0,0,0,0
10420,,Rana luteiventris,Rana luteiventris,Amphibians,other,11,0,0,0,0,0
5666,,Ranatra elongata,Ranatra elongata,Insects/Spiders,other,11,0,0,0,0,0
2864,,Scapania undulata,Scapania undulata,"Moss, Hornworts",other,11,0,0,0,0,0
590,,Scrobicularia plana,Scrobicularia plana,Molluscs,other,11,0,0,0,0,0
182,,Sigara striata,Sigara striata,Insects/Spiders,other,11,0,0,0,0,0
20322,,Sphaerium simile,Sphaerium simile,Molluscs,other,11,0,0,0,0,0
4677,,Toxorhynchites splendens,Toxorhynchites splendens,Insects/Spiders,other,11,0,0,0,0,0
11086,,Varicosporium elodeae,Varicosporium elodeae,Fungi,other,11,0,0,0,0,0
1785,,Villorita cyprinoides ssp. cochiensis,Villorita cyprinoides ssp. cochiensis,Molluscs,other,11,0,0,0,0,0
5763,,Villosa villosa,Villosa villosa,Molluscs,other,11,0,0,0,0,0
32060,317:32059:32060,Fragilaria capucina ssp. rumpens,Fragilaria capucina ssp. rumpens,Algae,algae,10,20,1,0,0,0
2474,2474,Barbus arulius,Barbus arulius,Fish,fish,10,10,1,0,0,0
2056,2056,Chlorella zofingiensis,Chlorella zofingiensis,Algae,algae,10,10,1,0,0,0
17477,17477,Cypretta seurati,Cypretta seurati,Crustaceans,crusta,10,10,1,0,0,0
1848,1848,Cypris sp.,Cypris sp.,Crustaceans,crusta,10,10,1,0,0,0
4703,4703,Mysidopsis juniae,Mysidopsis juniae,Crustaceans,crusta,10,10,1,0,0,0
10712,10712,Nitzschia pungens,Nitzschia pungens,Algae,algae,10,10,1,0,0,0
1778,1778,Poecilia sp.,Poecilia sp.,Fish,fish,10,10,1,0,0,0
28806,28806,Simocephalus mixtus,Simocephalus mixtus,Crustaceans,crusta,10,10,1,0,1,0
17099,17099,Erimonax monachus,Erimonax monachus,Fish;U.S. Threatened and Endangered Species,fish,10,9,1,0,1,0
562,562,Eudiaptomus gracilis,Eudiaptomus gracilis,Crustaceans,crusta,10,9,1,0,0,0
1440,1440,Neotrypaea californiensis,Neotrypaea californiensis,Crustaceans,crusta,10,9,1,0,0,0
31317,31317,Notodiaptomus conifer,Notodiaptomus conifer,Crustaceans,crusta,10,9,1,0,0,0
17101,17101,Notropis mekistocholas,Notropis mekistocholas,Fish;U.S. Threatened and Endangered Species,fish,10,9,1,0,1,0
1403,1403,Caridina africana,Caridina togoensis,Crustaceans,crusta,10,8,1,0,0,0
2392,2392,Mystus bleekeri,Mystus bleekeri,Fish,fish,10,8,1,0,1,0
291,291,Pomoxis nigromaculatus,Pomoxis nigromaculatus,Fish,fish,10,8,1,1,1,1
20131,20131,Acartia sinjiensis,Acartia sinjiensis,Crustaceans,crusta,10,7,1,0,0,0
2453,2453,Alonella sp.,Alonella sp.,Crustaceans,crusta,10,7,1,0,0,0
2775,2775,Barilius bendelisis,Barilius bendelisis,Fish,fish,10,7,1,0,1,0
20376,20376,Lingulodinium polyedrum,Lingulodinium polyedrum,Algae,algae,10,7,1,0,0,0
1348,1348,Mysis relicta,Mysis relicta,Crustaceans,crusta,10,7,1,0,0,0
518,518,Diacyclops thomasi,Diacyclops thomasi,Crustaceans,crusta,10,6,1,0,0,0
3026,3026,Grandidierella japonica,Grandidierella japonica,Crustaceans;Standard Test Species,crusta,10,6,1,0,0,0
313,313,Navicula incerta,Navicula incerta,Algae,algae,10,6,1,0,0,0
1934,1934,Prosopium williamsoni,Prosopium williamsoni,Fish,fish,10,6,1,0,1,1
416,416,Neopanope texana,Neopanope texana,Crustaceans,crusta,10,5,1,0,0,0
701,701,Citharichthys stigmaeus,Citharichthys stigmaeus,Fish;Standard Test Species,fish,10,4,1,0,1,0
16284,16284,Oithona similis,Oithona similis,Crustaceans,crusta,10,4,1,0,0,1
4773,4773,Pollimyrus isidori,Pollimyrus isidori,Fish,fish,10,4,1,0,1,0
915,915,Poecilia mexicana,Poecilia mexicana,Fish,fish,10,3,1,0,1,0
4673,4673,Monoraphidium griffithii,Monoraphidium griffithii,Algae,algae,10,2,1,0,0,0
1094,1094,Platichthys stellatus,Platichthys stellatus,Fish;Standard Test Species,fish,10,2,1,1,1,1
295,295,Aplodinotus grunniens,Aplodinotus grunniens,Fish,fish,10,1,1,1,1,1
1693,1693,Ceriodaphnia quadrangula,Ceriodaphnia quadrangula,Crustaceans,crusta,10,1,1,0,0,0
4380,4380,Chroomonas sp.,Chroomonas sp.,Algae,algae,10,1,1,0,0,0
5860,5860,Lithodes antarcticus,Lithodes antarcticus,Crustaceans,crusta,10,1,1,0,0,0
10444,10444,Nannochloropsis gaditana,Nannochloropsis gaditana,Algae,algae,10,1,1,0,0,0
277,277,Phoxinus eos,Chrosomus eos,Fish,fish,10,1,1,0,0,0
20711,,Acipenser sinensis,Acipenser sinensis,Fish,fish,10,0,0,0,0,0
18281,,Acroperus elongatus,Acroperus elongatus,Crustaceans,crusta,10,0,0,0,0,0
1595,,Aedes sp.,Aedes sp.,Insects/Spiders,other,10,0,0,0,0,0
49838,,Aglaophamus australiensis,Aglaophamus australiensis,Worms,other,10,0,0,0,0,0
16570,,Amphiprion clarkii,Amphiprion clarkii,Fish,fish,10,0,0,0,0,0
543,,Atherix sp.,Atherix sp.,Insects/Spiders,other,10,0,0,0,0,0
807,,Atherix variegata,Atherix variegata,Insects/Spiders,other,10,0,0,0,0,0
1207,,Bosmina sp.,Bosmina sp.,Crustaceans,crusta,10,0,0,0,0,0
31668,,Brachionus koreanus,Brachionus koreanus,Other Invertebrates,other,10,0,0,0,0,0
1706,,Clinocardium nuttallii,Clinocardium nuttallii,Molluscs,other,10,0,0,0,0,0
10312,,Colpoda cucullus,Colpoda cucullus,Other Invertebrates,other,10,0,0,0,0,0
2870,,Dendrocoelum lacteum,Dendrocoelum lacteum,Worms,other,10,0,0,0,0,0
33458,,Desmodesmus armatus,Desmodesmus armatus,Algae,algae,10,0,0,0,0,0
10765,,Echinoida,Echinoida,Other Invertebrates,other,10,0,0,0,0,0
4826,,Ferosagitta hispida,Ferosagitta hispida,Worms,other,10,0,0,0,0,0
18557,,Heliscus submersus,Heliscus submersus,Fungi,other,10,0,0,0,0,0
16125,,Hypsiboas pulchellus,Hypsiboas pulchellus,Amphibians,other,10,0,0,0,0,0
20068,,Leptodea leptodon,Leptodea leptodon,Molluscs;U.S. Threatened and Endangered Species,other,10,0,0,0,0,0
4574,,Loligo opalescens,Loligo opalescens,Molluscs,other,10,0,0,0,0,0
2981,2981:2982,Melanotaenia splendida ssp. splendida,Melanotaenia splendida ssp. splendida,Fish,fish,10,0,0,0,0,0
3657,,Oryza sativa,Oryza sativa,"Flowers, Trees, Shrubs, Ferns",other,10,0,0,0,0,0
7470,,Oscillatoria chalybea,Oscillatoria chalybea,Algae,algae,10,0,0,0,0,0
1800,,Pediastrum sp.,Pediastrum sp.,Algae,algae,10,0,0,0,0,0
5813,,Pellioditis marina,Pellioditis marina,Worms,other,10,0,0,0,0,0
2203,,Psammechinus miliaris,Psammechinus miliaris,Other Invertebrates,other,10,0,0,0,0,0
1838,,Ranatra filiformis,Ranatra filiformis,Insects/Spiders,other,10,0,0,0,0,0
5367,,Rhithrogena hageni,Rhithrogena hageni,Insects/Spiders,other,10,0,0,0,0,0
66,,Salmonidae,Salmonidae,Fish,fish,10,0,0,0,0,0
2681,,Scapholeberis sp.,Scapholeberis sp.,Crustaceans,crusta,10,0,0,0,0,0
1379,,Tanypus nubifer,Tanypus nubifer,Insects/Spiders,other,10,0,0,0,0,0
137,,Tilapia leucosticta,Tilapia leucosticta,Fish,fish,10,0,0,0,0,0
18382,,Villosa constricta,Villosa constricta,Molluscs,other,10,0,0,0,0,0
4662,4662,Acartia lillgeborgi,Acartia lillgeborgi,Crustaceans,crusta,9,9,1,0,0,0
11273,11273,Acrossocheilus paradoxus,Acrossocheilus paradoxus,Fish,fish,9,9,1,0,1,0
214,214,Balanus eburneus,Balanus eburneus,Crustaceans,crusta,9,9,1,0,0,0
30071,30071,Encyonema silesiacum,Encyonema silesiacum,Algae,algae,9,9,1,0,0,0
463,463,Gammarus limnaeus,Gammarus limnaeus,Crustaceans,crusta,9,9,1,0,0,0
26920,26920,Gila cypha,Gila cypha,Fish;U.S. Threatened and Endangered Species,fish,9,9,1,1,1,1
2420,2420,Mesocyclops hyalinus,Mesocyclops hyalinus,Crustaceans,crusta,9,9,1,0,0,0
2809,2809,Moina dubia,Moina dubia,Crustaceans,crusta,9,9,1,0,0,0
749,749,Mugil saliens,Mugil saliens,Fish,fish,9,9,1,0,0,0
32516,32516,Quinquelaophonte sp.,Quinquelaophonte sp.,Crustaceans,crusta,9,9,1,0,0,0
1667,1667,Echinogammarus olivii,Echinogammarus olivii,Crustaceans,crusta,9,8,1,0,0,0
2955,2955,Geophagus brasiliensis,Geophagus brasiliensis,Fish,fish,9,8,1,0,1,0
31626,31626,Pangasius hypophthalmus,Pangasius hypophthalmus,Fish,fish,9,8,1,0,0,0
2784,2784,Proasellus coxalis,Proasellus coxalis,Crustaceans,crusta,9,8,1,0,1,0
2899,2899,Uca triangularis,Uca triangularis,Crustaceans,crusta,9,7,1,0,0,0
707,707,Opsanus beta,Opsanus beta,Fish,fish,9,6,1,1,1,1
7377,7377,Pterophyllum scalare,Pterophyllum scalare,Fish,fish,9,5,1,0,0,1
1212,1212,Rutilus caspicus,Rutilus caspicus,Fish,fish,9,5,1,0,0,0
1792,1792,Paragrapsus quadridentatus,Paragrapsus quadridentatus,Crustaceans,crusta,9,4,1,0,0,0
650,650,Amia calva,Amia calva,Fish,fish,9,3,1,1,1,1
18862,18862,Chara canescens,Chara canescens,Algae,algae,9,3,1,0,0,0
1297,1297,Cichlasoma nigrofasciatum,Cichlasoma nigrofasciatum,Fish,fish,9,3,1,0,0,0
20707,20707,Oreochromis sp.,Oreochromis sp.,Fish;Standard Test Species,fish,9,3,1,0,0,0
6042,6042,Latreutes fucorum,Latreutes fucorum,Crustaceans,crusta,9,2,1,0,0,0
18,18,Semotilus atromaculatus,Semotilus atromaculatus,Fish,fish,9,2,1,0,1,1
1669,1669,Astacus astacus,Astacus astacus,Crustaceans,crusta,9,1,1,1,1,1
288,288,Culaea inconstans,Culaea inconstans,Fish,fish,9,1,1,1,1,1
20127,20127,Entomoneis punctulata,Entomoneis punctulata,Algae,algae,9,1,1,0,0,0
2067,2067,Penaeus sp.,Penaeus sp.,Crustaceans,crusta,9,1,1,0,0,0
18379,,Adenophlebia auriculata,Adenophlebia auriculata,Insects/Spiders,other,9,0,0,0,0,0
1232,,Aedes communis,Aedes communis,Insects/Spiders,other,9,0,0,0,0,0
2304,,Amnicola limosa,Amnicola limosa,Molluscs,other,9,0,0,0,0,0
227,,Arctopsyche grandis,Arctopsyche grandis,Insects/Spiders,other,9,0,0,0,0,0
880,,Arthropoda,Arthropoda,Other Invertebrates,other,9,0,0,0,0,0
48265,,Branchinecta lynchi,Branchinecta lynchi,Crustaceans;U.S. Threatened and Endangered Species,crusta,9,0,0,0,0,0
1159,,Catenula sp.,Catenula sp.,Worms,other,9,0,0,0,0,0
6009,,Chroococcus sp.,Chroococcus sp.,Algae,algae,9,0,0,0,0,0
5749,,Colpidium sp.,Colpidium sp.,Other Invertebrates,other,9,0,0,0,0,0
10231,,Colpoda inflata,Colpoda inflata,Other Invertebrates,other,9,0,0,0,0,0
7656,,Colpoda steinii,Colpoda steinii,Other Invertebrates,other,9,0,0,0,0,0
924,,Corbicula sp.,Corbicula sp.,Molluscs,other,9,0,0,0,0,0
11023,,Cyclotella gamma,Cyclotella gamma,Algae,algae,9,0,0,0,0,0
4686,,Dictyosphaerium pulchellum,Dictyosphaerium pulchellum,Algae,algae,9,0,0,0,0,0
1243,,Fontinalis antipyretica,Fontinalis antipyretica,"Moss, Hornworts",other,9,0,0,0,0,0
1096,,Fucus serratus,Fucus serratus,Algae,algae,9,0,0,0,0,0
4791,,Gammarus pulex ssp. pulex,Gammarus pulex ssp. pulex,Crustaceans,crusta,9,0,0,0,0,0
2986,,Gillia altilis,Gillia altilis,Molluscs,other,9,0,0,0,0,0
42722,,Gnathia maxillaris,Gnathia maxillaris,Crustaceans,crusta,9,0,0,0,0,0
236,,Gyraulus circumstriatus,Gyraulus circumstriatus,Molluscs,other,9,0,0,0,0,0
541,,Helicopsyche sp.,Helicopsyche sp.,Insects/Spiders,other,9,0,0,0,0,0
33557,,Lemna disperma,Lemna disperma,"Flowers, Trees, Shrubs, Ferns",other,9,0,0,0,0,0
742,,Libellula sp.,Libellula sp.,Insects/Spiders,other,9,0,0,0,0,0
5387,,Nassarius reticulatus,Nassarius reticulatus,Molluscs,other,9,0,0,0,0,0
2805,,Neoplea striola,Neoplea striola,Insects/Spiders,other,9,0,0,0,0,0
2439,,Notropis sp.,Notropis sp.,Fish,fish,9,0,0,0,0,0
25227,,Pangasianodon hypophthalmus,Pangasianodon hypophthalmus,Fish,fish,9,0,0,0,1,1
5896,,Paratya curvirostris,Paratya curvirostris,Crustaceans,crusta,9,0,0,0,1,0
2430,,Perna perna,Perna perna,Molluscs,other,9,0,0,0,0,0
